epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,134.348,0.42188,0.27395,0.87233,0.94682,1,0.995,0.89884,0.50621,0.28252,0.87582,0.000317969,0.000317969,0.000317969
189,135.004,0.39077,0.26654,0.84146,0.94682,1,0.995,0.89884,0.50621,0.28252,0.87582,0.00031318,0.00031318,0.00031318
190,135.692,0.39484,0.28037,0.84734,0.94682,1,0.995,0.89884,0.50621,0.28252,0.87582,0.000308412,0.000308412,0.000308412
191,136.379,0.3956,0.26206,0.84903,0.94682,1,0.995,0.89884,0.50621,0.28252,0.87582,0.000303665,0.000303665,0.000303665
192,137.176,0.42565,0.29201,0.86652,0.954,1,0.995,0.89004,0.50534,0.28513,0.87625,0.000298941,0.000298941,0.000298941
193,137.91,0.39205,0.27089,0.85145,0.954,1,0.995,0.89004,0.50534,0.28513,0.87625,0.000294239,0.000294239,0.000294239
194,138.597,0.43389,0.27624,0.8902,0.954,1,0.995,0.89004,0.50534,0.28513,0.87625,0.000289561,0.000289561,0.000289561
195,139.409,0.44877,0.28948,0.8751,0.954,1,0.995,0.89004,0.50534,0.28513,0.87625,0.000284906,0.000284906,0.000284906
196,140.097,0.39913,0.26184,0.84934,0.96708,1,0.995,0.90004,0.478,0.2763,0.8672,0.000280275,0.000280275,0.000280275
197,140.768,0.42321,0.2761,0.87095,0.96708,1,0.995,0.90004,0.478,0.2763,0.8672,0.000275668,0.000275668,0.000275668
198,141.44,0.41421,0.28922,0.87898,0.96708,1,0.995,0.90004,0.478,0.2763,0.8672,0.000271087,0.000271087,0.000271087
199,142.112,0.41545,0.27612,0.85927,0.96708,1,0.995,0.90004,0.478,0.2763,0.8672,0.000266532,0.000266532,0.000266532
200,142.862,0.43658,0.28564,0.82658,0.97425,1,0.995,0.90299,0.46114,0.26731,0.86145,0.000262003,0.000262003,0.000262003
201,143.533,0.44761,0.28611,0.84168,0.97425,1,0.995,0.90299,0.46114,0.26731,0.86145,0.0002575,0.0002575,0.0002575
202,144.252,0.43776,0.28168,0.84433,0.97425,1,0.995,0.90299,0.46114,0.26731,0.86145,0.000253024,0.000253024,0.000253024
203,145.017,0.39316,0.26342,0.83609,0.97425,1,0.995,0.90299,0.46114,0.26731,0.86145,0.000248577,0.000248577,0.000248577
204,145.72,0.40456,0.27315,0.85995,0.98329,1,0.995,0.90979,0.46492,0.26739,0.86276,0.000244157,0.000244157,0.000244157
205,146.408,0.40067,0.26663,0.85281,0.98329,1,0.995,0.90979,0.46492,0.26739,0.86276,0.000239766,0.000239766,0.000239766
206,147.064,0.48886,0.2873,0.85029,0.98329,1,0.995,0.90979,0.46492,0.26739,0.86276,0.000235404,0.000235404,0.000235404
207,147.751,0.42307,0.28264,0.87474,0.98329,1,0.995,0.90979,0.46492,0.26739,0.86276,0.000231071,0.000231071,0.000231071
208,148.454,0.43576,0.28231,0.85241,0.98699,1,0.995,0.91216,0.46593,0.26752,0.86282,0.000226769,0.000226769,0.000226769
209,149.126,0.3964,0.25797,0.86043,0.98699,1,0.995,0.91216,0.46593,0.26752,0.86282,0.000222497,0.000222497,0.000222497
210,149.86,0.40415,0.26744,0.82808,0.98699,1,0.995,0.91216,0.46593,0.26752,0.86282,0.000218256,0.000218256,0.000218256
211,150.532,0.41055,0.27252,0.88136,0.98699,1,0.995,0.91216,0.46593,0.26752,0.86282,0.000214046,0.000214046,0.000214046
212,151.235,0.41845,0.26579,0.84483,0.98469,1,0.995,0.91305,0.46601,0.262,0.86296,0.000209869,0.000209869,0.000209869
213,151.922,0.42403,0.26991,0.85102,0.98469,1,0.995,0.91305,0.46601,0.262,0.86296,0.000205723,0.000205723,0.000205723
214,152.703,0.39862,0.27179,0.87884,0.98469,1,0.995,0.91305,0.46601,0.262,0.86296,0.000201611,0.000201611,0.000201611
215,153.375,0.41996,0.26117,0.82682,0.98469,1,0.995,0.91305,0.46601,0.262,0.86296,0.000197532,0.000197532,0.000197532
216,154.062,0.37053,0.24618,0.84481,0.98402,1,0.995,0.91475,0.46711,0.26154,0.86284,0.000193486,0.000193486,0.000193486
217,154.75,0.38699,0.26547,0.8634,0.98402,1,0.995,0.91475,0.46711,0.26154,0.86284,0.000189475,0.000189475,0.000189475
218,155.421,0.38317,0.25352,0.84637,0.98402,1,0.995,0.91475,0.46711,0.26154,0.86284,0.000185498,0.000185498,0.000185498
219,156.093,0.40898,0.27279,0.87165,0.98402,1,0.995,0.91475,0.46711,0.26154,0.86284,0.000181557,0.000181557,0.000181557
220,156.843,0.38287,0.249,0.83603,0.98275,1,0.995,0.91566,0.4642,0.25969,0.86157,0.000177651,0.000177651,0.000177651
221,157.53,0.38425,0.25692,0.84077,0.98275,1,0.995,0.91566,0.4642,0.25969,0.86157,0.00017378,0.00017378,0.00017378
222,158.186,0.41374,0.25245,0.83289,0.98275,1,0.995,0.91566,0.4642,0.25969,0.86157,0.000169946,0.000169946,0.000169946
