epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,151.568,0.81169,0.46035,1.65212,0.96829,0.95992,0.99265,0.92501,0.93945,0.54849,1.66094,0.0005348,0.0005348,0.0005348
187,152.397,0.85344,0.48373,1.66088,0.96829,0.95992,0.99265,0.92501,0.93945,0.54849,1.66094,0.00052688,0.00052688,0.00052688
188,153.24,0.83471,0.48312,1.64728,0.97349,0.9741,0.99311,0.92291,0.96018,0.52254,1.66935,0.00051896,0.00051896,0.00051896
189,154.131,0.78113,0.42087,1.63548,0.97349,0.9741,0.99311,0.92291,0.96018,0.52254,1.66935,0.00051104,0.00051104,0.00051104
190,155.037,0.79916,0.44751,1.66172,0.96971,0.97682,0.99328,0.91884,0.93154,0.50302,1.66358,0.00050312,0.00050312,0.00050312
191,155.822,0.8114,0.40945,1.6561,0.96971,0.97682,0.99328,0.91884,0.93154,0.50302,1.66358,0.0004952,0.0004952,0.0004952
192,156.631,0.83429,0.46837,1.67213,0.97801,0.9762,0.99344,0.92198,0.91181,0.50264,1.65657,0.00048728,0.00048728,0.00048728
193,157.412,0.77232,0.44196,1.65345,0.97801,0.9762,0.99344,0.92198,0.91181,0.50264,1.65657,0.00047936,0.00047936,0.00047936
194,158.227,0.80464,0.44418,1.65442,0.97699,0.94687,0.99145,0.91601,0.90947,0.50869,1.65013,0.00047144,0.00047144,0.00047144
195,159.006,0.84237,0.47106,1.6442,0.97699,0.94687,0.99145,0.91601,0.90947,0.50869,1.65013,0.00046352,0.00046352,0.00046352
196,159.834,0.80548,0.4193,1.64291,0.9801,0.97077,0.99344,0.9175,0.90812,0.52149,1.64785,0.0004556,0.0004556,0.0004556
197,160.71,0.85608,0.43774,1.66599,0.9801,0.97077,0.99344,0.9175,0.90812,0.52149,1.64785,0.00044768,0.00044768,0.00044768
198,161.537,0.86998,0.49478,1.6716,0.94713,0.99218,0.99154,0.90568,0.91939,0.53332,1.65504,0.00043976,0.00043976,0.00043976
199,162.334,0.81899,0.4307,1.65197,0.94713,0.99218,0.99154,0.90568,0.91939,0.53332,1.65504,0.00043184,0.00043184,0.00043184
200,163.162,0.87442,0.4611,1.61125,0.97812,0.9821,0.99366,0.90898,0.93937,0.55476,1.66497,0.00042392,0.00042392,0.00042392
201,163.931,0.87467,0.47305,1.64326,0.97812,0.9821,0.99366,0.90898,0.93937,0.55476,1.66497,0.000416,0.000416,0.000416
202,164.756,0.82035,0.46343,1.62657,0.97458,0.97636,0.9931,0.90367,0.96665,0.5753,1.67737,0.00040808,0.00040808,0.00040808
203,165.569,0.74475,0.39319,1.62513,0.97458,0.97636,0.9931,0.90367,0.96665,0.5753,1.67737,0.00040016,0.00040016,0.00040016
204,166.381,0.75202,0.44789,1.66353,0.97156,0.97242,0.99349,0.90558,0.99157,0.56269,1.68559,0.00039224,0.00039224,0.00039224
205,167.271,0.78962,0.427,1.64616,0.97156,0.97242,0.99349,0.90558,0.99157,0.56269,1.68559,0.00038432,0.00038432,0.00038432
206,168.133,0.88296,0.4493,1.65452,0.97236,0.88807,0.98379,0.90143,0.98797,0.53744,1.68285,0.0003764,0.0003764,0.0003764
207,168.959,0.80673,0.45358,1.65607,0.97236,0.88807,0.98379,0.90143,0.98797,0.53744,1.68285,0.00036848,0.00036848,0.00036848
208,169.787,0.82713,0.45082,1.65951,0.94447,0.93474,0.9818,0.90161,0.94251,0.5054,1.66721,0.00036056,0.00036056,0.00036056
209,170.556,0.74604,0.40971,1.64098,0.94447,0.93474,0.9818,0.90161,0.94251,0.5054,1.66721,0.00035264,0.00035264,0.00035264
210,171.381,0.7641,0.41507,1.59885,0.94036,0.9345,0.97637,0.9062,0.91788,0.4974,1.65605,0.00034472,0.00034472,0.00034472
211,172.162,0.8132,0.45043,1.67295,0.94036,0.9345,0.97637,0.9062,0.91788,0.4974,1.65605,0.0003368,0.0003368,0.0003368
212,172.99,0.75238,0.41294,1.63152,0.97875,0.92238,0.98042,0.91178,0.91182,0.48485,1.65161,0.00032888,0.00032888,0.00032888
213,173.897,0.77455,0.43091,1.64061,0.97875,0.92238,0.98042,0.91178,0.91182,0.48485,1.65161,0.00032096,0.00032096,0.00032096
214,174.741,0.7471,0.43762,1.66831,0.95183,0.92441,0.97832,0.90707,0.91065,0.47977,1.65284,0.00031304,0.00031304,0.00031304
215,175.537,0.797,0.41935,1.62887,0.95183,0.92441,0.97832,0.90707,0.91065,0.47977,1.65284,0.00030512,0.00030512,0.00030512
216,176.352,0.72913,0.38999,1.63165,0.9813,0.88334,0.98063,0.90605,0.91392,0.47198,1.6546,0.0002972,0.0002972,0.0002972
217,177.131,0.77615,0.47484,1.67803,0.9813,0.88334,0.98063,0.90605,0.91392,0.47198,1.6546,0.00028928,0.00028928,0.00028928
218,177.943,0.73861,0.42873,1.63472,0.96811,0.87046,0.97896,0.90531,0.91395,0.46001,1.65423,0.00028136,0.00028136,0.00028136
219,178.727,0.76486,0.40009,1.62839,0.96811,0.87046,0.97896,0.90531,0.91395,0.46001,1.65423,0.00027344,0.00027344,0.00027344
220,179.537,0.73786,0.39872,1.62577,0.93331,0.98115,0.9864,0.91033,0.90436,0.45914,1.65436,0.00026552,0.00026552,0.00026552
221,180.412,0.73125,0.39796,1.64583,0.93331,0.98115,0.9864,0.91033,0.90436,0.45914,1.65436,0.0002576,0.0002576,0.0002576
222,181.241,0.74584,0.38891,1.61438,0.92632,0.99276,0.98627,0.91036,0.88893,0.45259,1.64831,0.00024968,0.00024968,0.00024968
223,182.022,0.75647,0.41472,1.59873,0.92632,0.99276,0.98627,0.91036,0.88893,0.45259,1.64831,0.00024176,0.00024176,0.00024176
224,182.837,0.7491,0.46604,1.69845,0.9194,0.97497,0.98588,0.89913,0.88357,0.46098,1.64555,0.00023384,0.00023384,0.00023384
225,183.616,0.70981,0.39088,1.63457,0.9194,0.97497,0.98588,0.89913,0.88357,0.46098,1.64555,0.00022592,0.00022592,0.00022592
226,184.428,0.77398,0.42402,1.61831,0.97715,0.91856,0.9855,0.89691,0.88389,0.46622,1.6434,0.000218,0.000218,0.000218
227,185.212,0.74587,0.4331,1.64132,0.97715,0.91856,0.9855,0.89691,0.88389,0.46622,1.6434,0.00021008,0.00021008,0.00021008
228,186.022,0.73183,0.41678,1.61364,0.96597,0.98306,0.99344,0.90932,0.87975,0.45947,1.64317,0.00020216,0.00020216,0.00020216
229,186.912,0.68296,0.3815,1.64786,0.96597,0.98306,0.99344,0.90932,0.87975,0.45947,1.64317,0.00019424,0.00019424,0.00019424
230,187.725,0.67244,0.39678,1.6348,0.96519,0.98056,0.99361,0.92429,0.86957,0.45274,1.63948,0.00018632,0.00018632,0.00018632
231,188.506,0.69937,0.39291,1.64715,0.96519,0.98056,0.99361,0.92429,0.86957,0.45274,1.63948,0.0001784,0.0001784,0.0001784
232,189.337,0.66788,0.39759,1.64493,0.97217,0.98676,0.99393,0.92191,0.86256,0.44763,1.63792,0.00017048,0.00017048,0.00017048
233,190.115,0.7398,0.39223,1.59944,0.97217,0.98676,0.99393,0.92191,0.86256,0.44763,1.63792,0.00016256,0.00016256,0.00016256
234,190.928,0.71397,0.39329,1.64217,0.96807,0.97259,0.994,0.92318,0.85976,0.44268,1.63639,0.00015464,0.00015464,0.00015464
235,191.712,0.76786,0.40858,1.59543,0.96807,0.97259,0.994,0.92318,0.85976,0.44268,1.63639,0.00014672,0.00014672,0.00014672
236,196.256,0.66063,0.35272,1.61198,0.90095,0.98881,0.99389,0.92345,0.85666,0.44667,1.63476,0.0001388,0.0001388,0.0001388
237,197.147,0.64093,0.33398,1.57265,0.90095,0.98881,0.99389,0.92345,0.85666,0.44667,1.63476,0.00013088,0.00013088,0.00013088
238,197.959,0.63539,0.37699,1.61129,0.94317,0.98546,0.99365,0.92386,0.85402,0.45461,1.63411,0.00012296,0.00012296,0.00012296
239,198.725,0.68942,0.36253,1.60875,0.94317,0.98546,0.99365,0.92386,0.85402,0.45461,1.63411,0.00011504,0.00011504,0.00011504
240,199.522,0.68434,0.37719,1.58935,0.94149,0.98631,0.99325,0.93159,0.85231,0.46459,1.63042,0.00010712,0.00010712,0.00010712
241,200.322,0.63909,0.40242,1.59001,0.94149,0.98631,0.99325,0.93159,0.85231,0.46459,1.63042,9.92e-05,9.92e-05,9.92e-05
242,201.131,0.63884,0.34495,1.55862,0.93774,0.98658,0.9931,0.92857,0.85529,0.46588,1.62907,9.128e-05,9.128e-05,9.128e-05
243,201.881,0.64595,0.34804,1.59207,0.93774,0.98658,0.9931,0.92857,0.85529,0.46588,1.62907,8.336e-05,8.336e-05,8.336e-05
244,202.681,0.62587,0.324,1.59954,0.93223,0.98546,0.99326,0.92703,0.85403,0.46252,1.62784,7.544e-05,7.544e-05,7.544e-05
245,203.446,0.62545,0.35287,1.59058,0.93223,0.98546,0.99326,0.92703,0.85403,0.46252,1.62784,6.752e-05,6.752e-05,6.752e-05
246,204.459,0.74305,0.4124,1.58174,0.92737,0.98985,0.99346,0.92691,0.85257,0.45774,1.62754,5.96e-05,5.96e-05,5.96e-05
247,205.225,0.65957,0.33621,1.59501,0.92737,0.98985,0.99346,0.92691,0.85257,0.45774,1.62754,5.168e-05,5.168e-05,5.168e-05
248,206.006,0.65357,0.34688,1.58096,0.92771,0.99087,0.99353,0.92755,0.84947,0.45352,1.62857,4.376e-05,4.376e-05,4.376e-05
249,206.756,0.64753,0.40366,1.61753,0.92771,0.99087,0.99353,0.92755,0.84947,0.45352,1.62857,3.584e-05,3.584e-05,3.584e-05
250,207.553,0.66725,0.39088,1.58123,0.92189,0.99224,0.99343,0.9266,0.8493,0.45214,1.62849,2.792e-05,2.792e-05,2.792e-05
