epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,16.0118,1.27595,0.87397,1.76425,0.90504,0.53953,0.62686,0.54527,1.44455,1.26147,1.7593,0.0803683,0.00036832,0.00036832
22,16.7773,1.31948,0.93456,1.8042,0.93172,0.49619,0.63047,0.54702,1.39778,1.22728,1.74627,0.0793851,0.000385073,0.000385073
23,17.5427,1.20185,0.7585,1.75293,0.30717,0.72222,0.62757,0.54078,1.49719,1.40226,1.7769,0.0784017,0.000401667,0.000401667
24,18.3082,1.18264,0.82021,1.75278,0.37982,0.66555,0.60686,0.51696,1.50885,1.4949,1.8219,0.0774181,0.000418103,0.000418103
25,19.0736,1.27689,0.93177,1.78509,0.96843,0.44923,0.60588,0.50832,1.55829,1.47025,1.91088,0.0764344,0.000434381,0.000434381
26,19.9328,1.47413,0.95645,1.81554,0.93886,0.53373,0.65244,0.5683,1.4243,1.26838,1.87116,0.0754505,0.0004505,0.0004505
27,20.6982,1.18054,0.79319,1.78206,0.92832,0.62951,0.65205,0.57802,1.36553,1.10652,1.81225,0.0744665,0.000466461,0.000466461
28,21.4637,1.28563,0.81176,1.79022,0.92205,0.55576,0.63637,0.53515,1.50749,1.16363,1.83006,0.0734823,0.000482263,0.000482263
29,22.2291,1.34317,0.89992,1.77791,0.69437,0.57246,0.64146,0.51669,1.81275,1.31194,1.93996,0.0724979,0.000497907,0.000497907
30,22.9946,1.39173,0.90306,1.81892,0.93056,0.48006,0.64651,0.5223,1.81117,1.32834,1.93691,0.0715134,0.000513393,0.000513393
31,23.76,1.35018,0.85545,1.82101,0.59663,0.49087,0.58741,0.47873,1.43721,1.35325,1.83999,0.0705287,0.00052872,0.00052872
32,24.5331,1.2487,0.8439,1.75381,0.48066,0.4066,0.50866,0.38214,1.514,1.7934,1.84885,0.0695439,0.000543889,0.000543889
33,25.2986,1.25172,0.76368,1.75409,0.34565,0.26566,0.33988,0.26056,1.66898,2.52696,1.95661,0.0685589,0.000558899,0.000558899
34,26.064,1.31619,0.78692,1.76486,0.28456,0.12528,0.19266,0.13947,1.98595,3.47229,2.17937,0.0675738,0.000573751,0.000573751
35,26.9232,1.34435,0.80169,1.78557,0.29618,0.12304,0.20468,0.13511,2.35572,3.64915,2.42337,0.0665884,0.000588445,0.000588445
36,27.6886,1.32945,0.75381,1.77856,0.28548,0.16555,0.23968,0.16578,2.17395,3.05243,2.32792,0.065603,0.00060298,0.00060298
37,28.4697,1.49994,0.82847,1.84311,0.26165,0.19597,0.24731,0.17679,2.00537,2.62194,2.23469,0.0646174,0.000617357,0.000617357
38,29.2351,1.30557,0.74916,1.73124,0.2581,0.21812,0.25918,0.19077,1.90049,2.24777,2.14121,0.0636316,0.000631575,0.000631575
39,30.0162,1.2632,0.72634,1.744,0.28846,0.23727,0.29008,0.21286,1.81013,1.90658,2.06751,0.0626456,0.000645635,0.000645635
40,30.7816,1.37365,0.78523,1.79884,0.43461,0.37491,0.37069,0.2507,1.67724,1.62623,1.99021,0.0616595,0.000659537,0.000659537
41,31.5471,1.25015,0.78001,1.78956,0.39676,0.44326,0.4618,0.28321,1.62014,1.6322,1.94381,0.0606733,0.00067328,0.00067328
42,32.3125,1.22409,0.69461,1.74131,0.38572,0.47502,0.44697,0.30496,1.74133,1.78271,1.98838,0.0596869,0.000686865,0.000686865
43,33.078,1.23248,0.7357,1.73911,0.48068,0.44405,0.56066,0.40135,1.72044,1.74369,1.98359,0.0587003,0.000700291,0.000700291
44,33.9371,1.1493,0.6964,1.74404,0.58471,0.66848,0.66349,0.54037,1.50816,1.27864,1.8452,0.0577136,0.000713559,0.000713559
45,34.7026,1.18619,0.72633,1.75059,0.6424,0.66892,0.68018,0.54886,1.40134,1.13077,1.79527,0.0567267,0.000726669,0.000726669
46,35.468,1.12869,0.69306,1.7137,0.66244,0.73881,0.69194,0.53513,1.56339,1.07651,1.8708,0.0557396,0.00073962,0.00073962
47,36.2491,1.17086,0.65213,1.72615,0.7518,0.78869,0.8622,0.70339,1.48571,1.11909,1.86908,0.0547524,0.000752413,0.000752413
48,37.1153,1.16212,0.7533,1.7792,0.72186,0.8042,0.85436,0.72071,1.36056,1.21642,1.81647,0.053765,0.000765047,0.000765047
49,38.1778,1.08614,0.68024,1.7481,0.72224,0.84395,0.88563,0.74884,1.38574,1.21608,1.84433,0.0527775,0.000777523,0.000777523
50,39.0532,1.11205,0.63124,1.71046,0.84549,0.79092,0.95785,0.81041,1.37598,1.15018,1.85013,0.0517898,0.000789841,0.000789841
51,39.8498,1.05904,0.66208,1.78142,0.84549,0.79092,0.95785,0.81041,1.37598,1.15018,1.85013,0.050802,0.000802,0.000802
52,40.7874,1.1896,0.69927,1.75002,0.70078,0.90677,0.94491,0.80594,1.33607,1.06705,1.83199,0.049814,0.000814001,0.000814001
53,41.553,1.15027,0.76945,1.69501,0.70078,0.90677,0.94491,0.80594,1.33607,1.06705,1.83199,0.0488258,0.000825843,0.000825843
54,42.3496,1.06581,0.65168,1.70816,0.61618,0.8242,0.85533,0.71914,1.25614,1.06398,1.79148,0.0478375,0.000837527,0.000837527
55,43.162,1.11895,0.62393,1.71157,0.61618,0.8242,0.85533,0.71914,1.25614,1.06398,1.79148,0.0468491,0.000849053,0.000849053
56,43.9917,1.16251,0.73942,1.78932,0.58386,0.87869,0.84192,0.68859,1.27002,1.16893,1.79804,0.0458604,0.00086042,0.00086042
57,44.7715,1.04606,0.58451,1.67849,0.58386,0.87869,0.84192,0.68859,1.27002,1.16893,1.79804,0.0448716,0.000871629,0.000871629
58,45.5684,1.0998,0.63863,1.70064,0.57461,0.86234,0.79912,0.62426,1.27575,1.32237,1.8034,0.0438827,0.000882679,0.000882679
59,46.3339,1.13177,0.81201,1.71978,0.57461,0.86234,0.79912,0.62426,1.27575,1.32237,1.8034,0.0428936,0.000893571,0.000893571
60,47.2559,1.03867,0.63688,1.7204,0.58748,0.81078,0.80925,0.59769,1.23218,1.33001,1.79224,0.0419043,0.000904305,0.000904305
61,48.0374,1.03859,0.6365,1.68286,0.58748,0.81078,0.80925,0.59769,1.23218,1.33001,1.79224,0.0409149,0.00091488,0.00091488
62,48.8653,1.13996,0.6134,1.67477,0.59738,0.91648,0.8097,0.57664,1.23384,1.16291,1.8,0.0399253,0.000925297,0.000925297
63,49.7091,1.12473,0.6309,1.68157,0.59738,0.91648,0.8097,0.57664,1.23384,1.16291,1.8,0.0389356,0.000935555,0.000935555
64,50.5374,1.0772,0.73469,1.75745,0.70487,0.92765,0.84964,0.62865,1.26325,0.98532,1.81164,0.0379457,0.000945655,0.000945655
65,51.3186,1.03993,0.68563,1.70078,0.70487,0.92765,0.84964,0.62865,1.26325,0.98532,1.81164,0.0369556,0.000955597,0.000955597
66,52.1153,1.0589,0.71295,1.73922,0.78037,0.90184,0.87103,0.66363,1.26835,0.96541,1.8073,0.0359654,0.00096538,0.00096538
67,52.8653,1.00199,0.7191,1.72321,0.78037,0.90184,0.87103,0.66363,1.26835,0.96541,1.8073,0.034975,0.000975005,0.000975005
68,53.7961,1.03119,0.66887,1.66488,0.80357,0.83681,0.8256,0.6541,1.17396,0.85629,1.75818,0.0339845,0.000984471,0.000984471
69,54.621,1.05977,0.65832,1.70201,0.80357,0.83681,0.8256,0.6541,1.17396,0.85629,1.75818,0.0329938,0.000993779,0.000993779
70,55.44,0.95921,0.70908,1.73317,0.61784,0.85094,0.78007,0.64907,1.19547,0.93569,1.76551,0.0320029,0.00100293,0.00100293
71,56.2899,1.07528,0.57973,1.7016,0.61784,0.85094,0.78007,0.64907,1.19547,0.93569,1.76551,0.0310119,0.00101192,0.00101192
72,57.147,0.99449,0.59797,1.6961,0.61581,0.70729,0.73606,0.60421,1.3808,1.11762,1.83482,0.0300208,0.00102075,0.00102075
73,57.9462,1.15368,0.71941,1.76722,0.61581,0.70729,0.73606,0.60421,1.3808,1.11762,1.83482,0.0290294,0.00102943,0.00102943
74,58.803,1.09437,0.68417,1.76039,0.63457,0.69724,0.69025,0.57051,1.39618,1.14184,1.83498,0.0280379,0.00103794,0.00103794
75,59.5963,1.05052,0.72302,1.72329,0.63457,0.69724,0.69025,0.57051,1.39618,1.14184,1.83498,0.0270463,0.0010463,0.0010463
76,60.5438,1.13184,0.73205,1.72214,0.58536,0.72769,0.73971,0.63077,1.22598,1.02732,1.76296,0.0260545,0.0010545,0.0010545
77,61.3527,1.07926,0.6326,1.70078,0.58536,0.72769,0.73971,0.63077,1.22598,1.02732,1.76296,0.0250625,0.00106254,0.00106254
78,62.188,0.95353,0.59538,1.68159,0.59644,0.84276,0.89534,0.75707,1.14657,0.96049,1.73932,0.0240704,0.00107042,0.00107042
79,62.9962,1.04595,0.59715,1.71185,0.59644,0.84276,0.89534,0.75707,1.14657,0.96049,1.73932,0.0230781,0.00107815,0.00107815
80,63.8554,1.01743,0.59548,1.67144,0.69858,0.84175,0.93068,0.77708,1.27907,1.01941,1.77712,0.0220857,0.00108571,0.00108571
81,64.6562,1.01606,0.58648,1.67985,0.69858,0.84175,0.93068,0.77708,1.27907,1.01941,1.77712,0.0210931,0.00109312,0.00109312
82,65.4648,1.07779,0.62725,1.69542,0.7827,0.79662,0.94473,0.79233,1.31301,0.94503,1.76837,0.0201004,0.00110037,0.00110037
83,66.2746,1.04108,0.642,1.72057,0.7827,0.79662,0.94473,0.79233,1.31301,0.94503,1.76837,0.0191075,0.00110746,0.00110746
84,67.1183,1.14203,0.70208,1.7865,0.84056,0.87809,0.95406,0.80023,1.20399,0.83536,1.73468,0.0181144,0.00111439,0.00111439
85,68.0401,1.1139,0.60789,1.70341,0.84056,0.87809,0.95406,0.80023,1.20399,0.83536,1.73468,0.0171212,0.00112116,0.00112116
86,68.8835,1.05303,0.62261,1.67699,0.91183,0.94212,0.98349,0.82285,1.20579,0.81555,1.7507,0.0161278,0.00112778,0.00112778
87,69.7281,1.0416,0.56959,1.66204,0.91183,0.94212,0.98349,0.82285,1.20579,0.81555,1.7507,0.0151342,0.00113424,0.00113424
88,70.587,1.0591,0.61487,1.7015,0.82944,0.86917,0.91561,0.76289,1.212,0.8312,1.77851,0.0141405,0.00114054,0.00114054
89,71.4031,1.10724,0.62989,1.76652,0.82944,0.86917,0.91561,0.76289,1.212,0.8312,1.77851,0.0131467,0.00114668,0.00114668
90,72.2332,1.08987,0.58008,1.69595,0.80472,0.85023,0.93457,0.78026,1.1533,0.85024,1.7453,0.0121527,0.00115266,0.00115266
91,73.0268,1.03929,0.58046,1.70556,0.80472,0.85023,0.93457,0.78026,1.1533,0.85024,1.7453,0.0111585,0.00115848,0.00115848
92,73.8364,0.99591,0.59283,1.6539,0.7784,0.92046,0.99048,0.84357,1.15559,0.85908,1.7503,0.0101641,0.00116414,0.00116414
93,74.7737,1.12972,0.61576,1.69038,0.7784,0.92046,0.99048,0.84357,1.15559,0.85908,1.7503,0.00916965,0.00116965,0.00116965
94,75.6304,1.02088,0.60717,1.70477,0.80522,0.8948,0.94757,0.80904,1.17415,0.8422,1.75048,0.008175,0.001175,0.001175
95,76.4242,1.04482,0.62166,1.76261,0.80522,0.8948,0.94757,0.80904,1.17415,0.8422,1.75048,0.00718019,0.00118019,0.00118019
96,77.2812,0.9883,0.57554,1.70484,0.84376,0.80395,0.97459,0.85143,1.17821,0.88,1.74585,0.00618522,0.00118522,0.00118522
97,78.1047,1.04415,0.57595,1.71283,0.84376,0.80395,0.97459,0.85143,1.17821,0.88,1.74585,0.00519009,0.00119009,0.00119009
98,78.9805,0.99256,0.56881,1.70458,0.76022,0.93259,0.97123,0.83981,1.16011,0.88514,1.75028,0.00419481,0.00119481,0.00119481
99,79.7822,1.05547,0.55451,1.71012,0.76022,0.93259,0.97123,0.83981,1.16011,0.88514,1.75028,0.00319936,0.00119936,0.00119936
100,80.6286,1.04457,0.56522,1.71048,0.77508,0.90008,0.89348,0.78353,1.10286,0.8423,1.73492,0.00220376,0.00120376,0.00120376
101,81.5104,1.13119,0.61607,1.74267,0.77508,0.90008,0.89348,0.78353,1.10286,0.8423,1.73492,0.001208,0.001208,0.001208
102,82.3184,1.06922,0.60783,1.66001,0.72355,0.81946,0.82083,0.70312,1.10401,0.87442,1.74189,0.00120008,0.00120008,0.00120008
103,83.1237,1.06875,0.57043,1.67689,0.72355,0.81946,0.82083,0.70312,1.10401,0.87442,1.74189,0.00119216,0.00119216,0.00119216
104,83.944,1.05355,0.56367,1.691,0.69694,0.9051,0.77743,0.67901,1.16386,0.88845,1.76284,0.00118424,0.00118424,0.00118424
105,84.7457,0.95322,0.55711,1.67099,0.69694,0.9051,0.77743,0.67901,1.16386,0.88845,1.76284,0.00117632,0.00117632,0.00117632
106,85.5624,1.0008,0.56903,1.6984,0.66178,0.93653,0.74038,0.65913,1.10344,0.89326,1.72682,0.0011684,0.0011684,0.0011684
107,86.3567,0.94563,0.51187,1.67147,0.66178,0.93653,0.74038,0.65913,1.10344,0.89326,1.72682,0.00116048,0.00116048,0.00116048
108,87.1798,0.92181,0.50496,1.66371,0.66116,0.78144,0.69768,0.6354,1.12683,0.93135,1.71222,0.00115256,0.00115256,0.00115256
109,88.0805,0.95896,0.58891,1.64908,0.66116,0.78144,0.69768,0.6354,1.12683,0.93135,1.71222,0.00114464,0.00114464,0.00114464
110,88.9102,0.95202,0.5158,1.67605,0.65856,0.88265,0.75473,0.693,1.10929,0.89749,1.70377,0.00113672,0.00113672,0.00113672
111,89.7233,1.05978,0.59128,1.70707,0.65856,0.88265,0.75473,0.693,1.10929,0.89749,1.70377,0.0011288,0.0011288,0.0011288
112,90.5345,0.92065,0.5255,1.68309,0.74791,0.86122,0.81464,0.73434,1.13974,0.83025,1.69754,0.00112088,0.00112088,0.00112088
113,91.3345,0.98208,0.54659,1.69623,0.74791,0.86122,0.81464,0.73434,1.13974,0.83025,1.69754,0.00111296,0.00111296,0.00111296
114,92.1568,0.96679,0.61491,1.71454,0.7606,0.93211,0.86734,0.78009,1.20541,0.77752,1.71729,0.00110504,0.00110504,0.00110504
115,92.9907,1.00541,0.57797,1.71606,0.7606,0.93211,0.86734,0.78009,1.20541,0.77752,1.71729,0.00109712,0.00109712,0.00109712
116,93.8182,1.0462,0.57034,1.71568,0.86108,0.83787,0.97511,0.87159,1.11325,0.7304,1.70597,0.0010892,0.0010892,0.0010892
117,94.7427,0.99262,0.56436,1.68469,0.86108,0.83787,0.97511,0.87159,1.11325,0.7304,1.70597,0.00108128,0.00108128,0.00108128
118,95.5994,1.05649,0.59753,1.72134,0.85203,0.89305,0.97536,0.8739,1.15945,0.73212,1.74195,0.00107336,0.00107336,0.00107336
119,96.416,1.04576,0.55829,1.68279,0.85203,0.89305,0.97536,0.8739,1.15945,0.73212,1.74195,0.00106544,0.00106544,0.00106544
120,97.2554,1.20413,0.68638,1.80217,0.8637,0.92109,0.97295,0.85852,1.12704,0.6898,1.7347,0.00105752,0.00105752,0.00105752
121,98.0553,0.95924,0.53206,1.68775,0.8637,0.92109,0.97295,0.85852,1.12704,0.6898,1.7347,0.0010496,0.0010496,0.0010496
122,98.8796,1.03123,0.56671,1.69704,0.81786,0.88067,0.8981,0.79328,1.07376,0.6549,1.67987,0.00104168,0.00104168,0.00104168
123,99.6992,1.09171,0.5248,1.66665,0.81786,0.88067,0.8981,0.79328,1.07376,0.6549,1.67987,0.00103376,0.00103376,0.00103376
124,100.536,0.94433,0.54144,1.70279,0.84408,0.91032,0.89308,0.7858,1.14387,0.67421,1.67799,0.00102584,0.00102584,0.00102584
125,101.412,0.97681,0.53576,1.71499,0.84408,0.91032,0.89308,0.7858,1.14387,0.67421,1.67799,0.00101792,0.00101792,0.00101792
126,102.228,1.02468,0.56912,1.6878,0.91545,0.84469,0.96596,0.86342,1.12794,0.69541,1.67881,0.00101,0.00101,0.00101
127,103.006,0.92333,0.46997,1.66036,0.91545,0.84469,0.96596,0.86342,1.12794,0.69541,1.67881,0.00100208,0.00100208,0.00100208
128,103.818,0.95212,0.54572,1.66222,0.87634,0.947,0.97736,0.88481,1.06532,0.6598,1.66798,0.00099416,0.00099416,0.00099416
129,104.631,1.00705,0.50913,1.6374,0.87634,0.947,0.97736,0.88481,1.06532,0.6598,1.66798,0.00098624,0.00098624,0.00098624
130,105.459,0.97311,0.48441,1.62212,0.89598,0.90516,0.99049,0.8981,1.12755,0.65393,1.70135,0.00097832,0.00097832,0.00097832
131,106.272,1.02005,0.55501,1.70001,0.89598,0.90516,0.99049,0.8981,1.12755,0.65393,1.70135,0.0009704,0.0009704,0.0009704
132,107.115,1.00667,0.52319,1.64613,0.78766,0.91296,0.97077,0.86704,1.11462,0.66311,1.70167,0.00096248,0.00096248,0.00096248
133,107.978,0.99843,0.5823,1.71307,0.78766,0.91296,0.97077,0.86704,1.11462,0.66311,1.70167,0.00095456,0.00095456,0.00095456
134,108.803,0.94837,0.51058,1.64218,0.86117,0.75864,0.95184,0.85177,1.07598,0.66829,1.68086,0.00094664,0.00094664,0.00094664
135,109.603,0.95002,0.51868,1.67023,0.86117,0.75864,0.95184,0.85177,1.07598,0.66829,1.68086,0.00093872,0.00093872,0.00093872
136,110.412,0.95798,0.55549,1.7121,0.83335,0.68927,0.89155,0.78949,1.16012,0.73366,1.69364,0.0009308,0.0009308,0.0009308
137,111.24,0.996,0.57055,1.69098,0.83335,0.68927,0.89155,0.78949,1.16012,0.73366,1.69364,0.00092288,0.00092288,0.00092288
138,112.228,1.05026,0.51543,1.6638,0.61511,0.81576,0.89423,0.75706,1.22191,0.7591,1.72517,0.00091496,0.00091496,0.00091496
139,113.053,1.04697,0.55099,1.6807,0.61511,0.81576,0.89423,0.75706,1.22191,0.7591,1.72517,0.00090704,0.00090704,0.00090704
140,113.866,1.04108,0.57515,1.7064,0.75168,0.8768,0.97003,0.83435,1.11487,0.71967,1.69578,0.00089912,0.00089912,0.00089912
141,114.756,0.8946,0.52,1.68443,0.75168,0.8768,0.97003,0.83435,1.11487,0.71967,1.69578,0.0008912,0.0008912,0.0008912
142,115.571,0.97373,0.54376,1.69281,0.78897,0.91581,0.97542,0.83473,1.04728,0.77915,1.69039,0.00088328,0.00088328,0.00088328
143,116.353,0.93973,0.55135,1.7037,0.78897,0.91581,0.97542,0.83473,1.04728,0.77915,1.69039,0.00087536,0.00087536,0.00087536
144,117.147,1.05064,0.54391,1.6957,0.84698,0.90151,0.99083,0.86884,1.07764,0.95503,1.71052,0.00086744,0.00086744,0.00086744
145,117.959,0.96633,0.55296,1.71998,0.84698,0.90151,0.99083,0.86884,1.07764,0.95503,1.71052,0.00085952,0.00085952,0.00085952
146,118.772,0.95792,0.61399,1.73772,0.95875,0.86124,0.98965,0.87524,1.11294,0.93904,1.71891,0.0008516,0.0008516,0.0008516
147,119.556,1.02018,0.57443,1.66023,0.95875,0.86124,0.98965,0.87524,1.11294,0.93904,1.71891,0.00084368,0.00084368,0.00084368
148,120.381,0.96181,0.55916,1.62733,0.94093,0.92188,0.99091,0.88794,1.08554,0.75093,1.68895,0.00083576,0.00083576,0.00083576
149,121.241,0.98417,0.50898,1.68168,0.94093,0.92188,0.99091,0.88794,1.08554,0.75093,1.68895,0.00082784,0.00082784,0.00082784
150,122.069,0.93315,0.50186,1.68268,0.9841,0.94295,0.99096,0.90666,1.05136,0.64947,1.66835,0.00081992,0.00081992,0.00081992
151,122.881,1.01011,0.54488,1.65617,0.9841,0.94295,0.99096,0.90666,1.05136,0.64947,1.66835,0.000812,0.000812,0.000812
152,123.725,1.08188,0.55306,1.68951,0.95176,0.98158,0.99178,0.91106,1.02937,0.59292,1.67002,0.00080408,0.00080408,0.00080408
153,124.522,0.97714,0.56376,1.73959,0.95176,0.98158,0.99178,0.91106,1.02937,0.59292,1.67002,0.00079616,0.00079616,0.00079616
154,125.365,0.9591,0.52193,1.67076,0.93679,0.99045,0.99211,0.90103,1.01264,0.63704,1.68044,0.00078824,0.00078824,0.00078824
155,126.147,0.92961,0.49635,1.61409,0.93679,0.99045,0.99211,0.90103,1.01264,0.63704,1.68044,0.00078032,0.00078032,0.00078032
156,126.975,0.9106,0.51919,1.66167,0.90835,0.99265,0.99214,0.88749,1.03913,0.71177,1.71313,0.0007724,0.0007724,0.0007724
157,127.943,0.92371,0.51206,1.66602,0.90835,0.99265,0.99214,0.88749,1.03913,0.71177,1.71313,0.00076448,0.00076448,0.00076448
158,128.74,0.89494,0.64437,1.69417,0.93233,0.99646,0.99238,0.87776,1.0173,0.68209,1.71113,0.00075656,0.00075656,0.00075656
159,129.538,0.9149,0.47785,1.66065,0.93233,0.99646,0.99238,0.87776,1.0173,0.68209,1.71113,0.00074864,0.00074864,0.00074864
160,130.334,0.91884,0.50121,1.66652,0.94864,0.93507,0.98349,0.84742,1.03002,0.66318,1.70274,0.00074072,0.00074072,0.00074072
161,131.119,0.90367,0.49296,1.66947,0.94864,0.93507,0.98349,0.84742,1.03002,0.66318,1.70274,0.0007328,0.0007328,0.0007328
162,131.944,0.92928,0.48025,1.68835,0.9705,0.95249,0.99182,0.85432,1.0002,0.62507,1.68572,0.00072488,0.00072488,0.00072488
163,132.725,0.88812,0.5086,1.66489,0.9705,0.95249,0.99182,0.85432,1.0002,0.62507,1.68572,0.00071696,0.00071696,0.00071696
164,133.54,0.90765,0.46954,1.64361,0.93055,0.90406,0.98266,0.8627,0.99563,0.61133,1.68752,0.00070904,0.00070904,0.00070904
165,134.415,0.97201,0.50338,1.64094,0.93055,0.90406,0.98266,0.8627,0.99563,0.61133,1.68752,0.00070112,0.00070112,0.00070112
166,135.24,0.90344,0.46682,1.65567,0.93788,0.94925,0.98507,0.85879,1.06959,0.62719,1.71484,0.0006932,0.0006932,0.0006932
167,136.024,0.8482,0.48173,1.65555,0.93788,0.94925,0.98507,0.85879,1.06959,0.62719,1.71484,0.00068528,0.00068528,0.00068528
168,136.85,0.87187,0.45618,1.63596,0.87457,0.95689,0.97895,0.87001,1.05751,0.63106,1.71774,0.00067736,0.00067736,0.00067736
169,137.615,0.88335,0.51641,1.73284,0.87457,0.95689,0.97895,0.87001,1.05751,0.63106,1.71774,0.00066944,0.00066944,0.00066944
170,138.428,0.96825,0.57833,1.71445,0.89078,0.92023,0.96887,0.86535,0.9715,0.6158,1.68358,0.00066152,0.00066152,0.00066152
171,139.209,0.98363,0.52817,1.66725,0.89078,0.92023,0.96887,0.86535,0.9715,0.6158,1.68358,0.0006536,0.0006536,0.0006536
172,140.025,0.88107,0.498,1.68205,0.87801,0.98587,0.95315,0.86896,0.95379,0.60486,1.67539,0.00064568,0.00064568,0.00064568
173,140.915,0.95853,0.50552,1.65611,0.87801,0.98587,0.95315,0.86896,0.95379,0.60486,1.67539,0.00063776,0.00063776,0.00063776
174,141.725,0.97455,0.50431,1.65241,0.96886,0.92715,0.97933,0.89096,1.05162,0.61514,1.70041,0.00062984,0.00062984,0.00062984
175,142.509,0.95107,0.52988,1.62255,0.96886,0.92715,0.97933,0.89096,1.05162,0.61514,1.70041,0.00062192,0.00062192,0.00062192
176,143.334,0.91508,0.47584,1.65584,0.9834,0.92765,0.98566,0.88371,1.17699,0.61863,1.74661,0.000614,0.000614,0.000614
177,144.147,0.91048,0.46872,1.64284,0.9834,0.92765,0.98566,0.88371,1.17699,0.61863,1.74661,0.00060608,0.00060608,0.00060608
178,144.962,0.93965,0.49413,1.68701,0.9721,0.98222,0.99312,0.88495,1.11781,0.58238,1.72138,0.00059816,0.00059816,0.00059816
179,145.741,0.93624,0.46833,1.6599,0.9721,0.98222,0.99312,0.88495,1.11781,0.58238,1.72138,0.00059024,0.00059024,0.00059024
180,146.568,0.85309,0.45849,1.63118,0.98225,0.95105,0.99331,0.90532,0.99352,0.53925,1.67895,0.00058232,0.00058232,0.00058232
181,147.462,0.86051,0.47741,1.65551,0.98225,0.95105,0.99331,0.90532,0.99352,0.53925,1.67895,0.0005744,0.0005744,0.0005744
182,148.287,0.84767,0.46833,1.68284,0.96407,0.96617,0.99315,0.90956,0.94168,0.52771,1.65586,0.00056648,0.00056648,0.00056648
183,149.068,0.89671,0.49016,1.68073,0.96407,0.96617,0.99315,0.90956,0.94168,0.52771,1.65586,0.00055856,0.00055856,0.00055856
184,149.884,0.9391,0.48565,1.67243,0.96709,0.96644,0.99262,0.91664,0.91605,0.5474,1.65046,0.00055064,0.00055064,0.00055064
185,150.694,0.77238,0.47377,1.63806,0.96709,0.96644,0.99262,0.91664,0.91605,0.5474,1.65046,0.00054272,0.00054272,0.00054272
